id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8147685,Spacious bedroom close to centre,42974591,Dorothy,Sants-Montjuïc,el Poble Sec,41.37416,2.16152,Private room,85,7,0,,,1,0,0,
8148676,Perfect location in Born!,40316585,Carolina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38442,2.17911,Entire home/apt,130,2,226,2020-01-31,3.12,1,103,0,HUTB-013147
8149689,Dbl bedroom with aircon and balcony,43022951,Sami,Eixample,la Dreta de l'Eixample,41.39854,2.17359,Private room,42,1,0,,,1,0,0,
8156433,Comfortable double bed-room,43059034,Matias,Eixample,l'Antiga Esquerra de l'Eixample,41.3896,2.15607,Private room,61,1,16,2016-05-22,0.22,1,0,0,
8158099,We share our sunny home,43063104,Luciano,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39888,2.14198,Private room,70,3,142,2019-10-03,1.92,2,360,0,Exempt
8162945,"Double Room with Balcony, Raval",43085687,Tim,Ciutat Vella,el Raval,41.384,2.16574,Private room,20,3,0,,,1,0,0,
8169339,DUPLEX de LUJO con JARDIN Paseo GRÀCIA 23 1o 2a B,43115531,Francesc,Eixample,la Dreta de l'Eixample,41.39043,2.16653,Entire home/apt,390,3,112,2020-08-01,1.66,1,287,14,HUTB-000444
8181239,BRUC 69 PRINCIPAL- PASEO DE GRACIA,43161356,Maria,Eixample,la Dreta de l'Eixample,41.39346,2.16952,Entire home/apt,94,1,246,2020-02-16,3.37,1,37,10,HUTB-005432
8181912,Colorful apt. with a 25m2 sunny terrace in Gracia,3556337,Alejandro,Gràcia,la Vila de Gràcia,41.40036,2.15839,Entire home/apt,95,6,84,2021-09-25,1.27,16,307,6,HUTB-000052
8185162,Born Apartment 1.2 Metro Jaume I,1093718,Alexey,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3859,2.17864,Entire home/apt,35,32,8,2016-02-05,0.12,10,274,1,Exempt
8198755,"Sunny , charming and cosy home in Gracia",38276715,Marlon,Gràcia,la Vila de Gràcia,41.40324,2.16114,Private room,34,1,12,2016-10-31,0.19,1,0,0,
8200375,Sol y relax en el centro de BCN,23923228,Jordi / Antonio,Sant Andreu,Navas,41.41739,2.19061,Entire home/apt,65,3,4,2016-01-01,0.06,2,0,0,HUTB-012566
8207551,Room in Sant Antoni huge terrasse,7783989,Christophe,Ciutat Vella,el Raval,41.38084,2.16384,Private room,39,1,2,2015-09-27,0.03,2,0,0,
8207999,Big bedroom with huge terrasse,7783989,Christophe,Ciutat Vella,el Raval,41.38083,2.16385,Private room,49,1,2,2015-09-21,0.03,2,0,0,
8216047,S31 - Sagrada Familia - 1hab,336524176,Weflating,Eixample,la Sagrada Família,41.40481,2.17262,Entire home/apt,95,32,4,2017-06-26,0.07,28,343,0,
8216291,SF 32 - Sagrada Familia 2hab/1 baño,336524176,Weflating,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40447,2.17118,Entire home/apt,110,32,1,2016-05-29,0.02,28,284,0,
8216403,Sunny doble room+terrasse in Gracia,42584034,Beatriz,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40431,2.14701,Private room,54,3,212,2021-09-05,2.92,1,130,9,Exempt
8216455,SF 33 - Sagrada Familia -3brd/2bath,336524176,Weflating,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40465,2.17087,Entire home/apt,150,32,4,2018-04-05,0.06,28,283,0,
8216543,Sant Antoni B22 - 3b/2bath + ac,10704,Weflating,Eixample,Sant Antoni,41.37634,2.1618,Entire home/apt,120,2,12,2019-10-24,0.17,16,167,0,HUTB-007853
8217890,D5 - Centro Ciudad / Pº de Gracia PASEO5,336524176,Weflating,Gràcia,la Vila de Gràcia,41.39837,2.16046,Entire home/apt,160,60,0,,,28,350,0,
8218547,Apartamento Diagonal - Eixample,10704,Weflating,Les Corts,les Corts,41.39036,2.13998,Entire home/apt,130,2,8,2019-07-04,0.12,16,245,0,HUTB-004726
8221000,apartamento muy luminoso muy cerca del laberinto,43349865,Encarna,Horta-Guinardó,Horta,41.42938,2.16086,Entire home/apt,101,1,59,2021-07-25,0.88,1,325,5,HUTB-012927
8222946,Cozy Room in Central Apartment,9804362,Nikte,Ciutat Vella,el Barri Gòtic,41.38529,2.17386,Private room,58,31,190,2021-07-12,2.60,2,365,1,Exempt
8229940,BIG SHINY ROOM CITY-CENTER,43399128,André,Eixample,l'Antiga Esquerra de l'Eixample,41.38741,2.16024,Private room,35,2,177,2021-08-28,2.68,2,285,9,
8232860,Hab.privada con terraza exterior,43414634,Lorena,Eixample,Sant Antoni,41.37683,2.1613,Private room,30,2,1,2015-09-14,0.01,1,0,0,
8238284,Double room by the Ramblas,39536803,Antony,Ciutat Vella,el Raval,41.37985,2.16854,Private room,65,2,26,2019-07-22,0.35,1,0,0,
8249976,Barcelona's Heart,43505134,Baleska,Ciutat Vella,el Raval,41.37904,2.17246,Private room,32,2,255,2021-07-12,3.46,3,156,24,
8252969,Ensuite room with 50m2 terrace,6502638,Abby,Ciutat Vella,el Barri Gòtic,41.38633,2.17394,Private room,45,1,0,,,1,0,0,
8254967,Cosy attic room w/ panorama terrace,10192828,Javier,Sants-Montjuïc,el Poble Sec,41.3725,2.17207,Private room,59,2,98,2019-08-26,1.82,1,267,0,
8260935,D3 - Centro Ciudad / Pº de Gracia,10704,Weflating,Eixample,la Dreta de l'Eixample,41.39723,2.1614,Entire home/apt,130,25,0,,,16,345,0,HUTB-010041
8261020,D4 Pº de Gracia - 4hab + 2 baños PASEO4,336524176,Weflating,Gràcia,la Vila de Gràcia,41.39832,2.16061,Entire home/apt,100,32,3,2016-09-17,0.04,28,257,0,
8261111,D6 - Centro Ciudad / Pº de Gracia,336524176,Weflating,Eixample,la Dreta de l'Eixample,41.39696,2.16093,Entire home/apt,125,32,2,2017-08-12,0.03,28,318,0,
8261477,Apartment next to the Ramblas,10704,Weflating,Eixample,la Dreta de l'Eixample,41.38844,2.17123,Entire home/apt,176,3,22,2021-08-30,0.56,16,309,8,HUTB-006906
8262126,Spacious Friendly Market Sant Antoni,336522213,Weflating,Eixample,Sant Antoni,41.37676,2.16337,Entire home/apt,123,75,4,2016-06-05,0.06,6,164,0,HUTB-036806
8263101,Habitación en piso compartido,37078579,,Les Corts,la Maternitat i Sant Ramon,41.38087,2.12572,Private room,50,1,0,,,1,0,0,
8266126,A home away from home in El Born,10766707,Marta,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38804,2.17679,Private room,45,2,7,2015-11-03,0.09,1,0,0,
8269439,SF 52 - 2hab enfrente Sagrada Familia,336524176,Weflating,Eixample,la Sagrada Família,41.40319,2.17304,Entire home/apt,120,32,1,2019-09-02,0.04,28,225,0,
8269705,S 53 -3hab/2 baños SAGRADA FAMILIA,336524176,Weflating,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40436,2.17134,Entire home/apt,130,32,3,2016-12-02,0.04,28,205,0,
8269751,S51 - 1 hab junto SAGRADA FAMILIA,336524176,Weflating,Eixample,la Sagrada Família,41.40309,2.17352,Entire home/apt,95,32,4,2017-04-27,0.07,28,103,0,
8270716,S2 - DUPLEX con patio / 2hab,336524176,Weflating,Eixample,la Sagrada Família,41.40419,2.17327,Entire home/apt,120,32,1,2016-06-14,0.02,28,279,0,
8271873,Habitación / Double Room With Terrace Ático !,43614678,Jonathan & Jordi,Nou Barris,el Turó de la Peira,41.43132,2.17369,Private room,27,32,301,2020-01-23,4.08,1,335,0,Exempt
8278517,fdl2 ACOMODIS GREAT LOCATION RIGHT IN EL BORN!!!!,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38536,2.17989,Entire home/apt,160,1,6,2019-11-29,0.15,128,365,0,
8279661,"sunny attic, 2 teraces and solarium",34344215,Maria Antonia,Horta-Guinardó,el Guinardó,41.41965,2.17645,Entire home/apt,175,4,53,2021-08-14,0.74,3,317,2,HUTB-012594
8283245,Cosy room with BALCONY @ Gran Via,8027370,Pau,Eixample,la Dreta de l'Eixample,41.39486,2.1745,Private room,44,5,32,2019-04-22,0.43,2,0,0,
8284503,Habitación doble luminosa Paral-lel,43680095,Sebastian,Sants-Montjuïc,el Poble Sec,41.37477,2.17077,Private room,35,2,0,,,1,0,0,
8284845,Nice room in Gràcia near Park Güell,15168302,Alba,Gràcia,la Vila de Gràcia,41.4084,2.1578,Private room,25,3,17,2018-07-22,0.23,1,283,0,Exempt
8288407,Room for rent. Habitación grande libre!,40681358,Angel,Sant Martí,la Vila Olímpica del Poblenou,41.39359,2.19372,Private room,98,3,0,,,1,260,0,Exempt
8290919,Flower Power Room,41525142,Príncipe Jorge,Eixample,la Dreta de l'Eixample,41.40103,2.16676,Private room,40,1,0,,,3,0,0,
8290927,Flying Birds Room,41525142,Príncipe Jorge,Eixample,la Dreta de l'Eixample,41.4,2.16562,Private room,40,1,0,,,3,0,0,
8291563,Mexican Room,41525142,Príncipe Jorge,Eixample,la Dreta de l'Eixample,41.39971,2.16478,Private room,40,1,0,,,3,0,0,
8297905,Apt.cerca SagradaFamilia (4pax) SF2,10380563,Tendency,Eixample,la Sagrada Família,41.40735,2.17905,Entire home/apt,64,3,67,2020-01-21,1.00,45,0,0,HUTB-010402
8298702,Apartment Born 33,6797428,Bellart,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38366,2.18021,Entire home/apt,132,3,135,2021-10-08,1.87,14,189,10,HUTB003799
8299987,Fantastic and central apartment 12,6797428,Bellart,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38361,2.18009,Entire home/apt,125,3,43,2021-10-08,0.80,14,0,12,HUTB-003807
8300001,Centrico con 3 habitaciones 13,6797428,Bellart,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38366,2.18021,Entire home/apt,125,3,75,2021-09-10,1.33,14,284,9,HUTB-003808
8303878,Central and charming apartment,5636973,Carlos Alberto,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40229,2.16722,Entire home/apt,77,2,112,2021-07-12,1.59,2,325,7,HUTB-003550
8307625,Atico Trafalgar,8455230,Dirk,Eixample,la Dreta de l'Eixample,41.38939,2.17594,Private room,297,5,0,,,1,89,0,
8320030,Cozy Room in the centre of BCN!,43862213,Paula,Sants-Montjuïc,el Poble Sec,41.37385,2.15017,Private room,20,1,0,,,1,0,0,
8336775,Bright double room near La Rambla,39968342,Valentin,Ciutat Vella,el Raval,41.37774,2.17193,Private room,24,4,3,2016-04-19,0.04,1,0,0,
8346082,Loft Gracia sleeps 4 (Llibertat 1),3971935,Carmen,Gràcia,la Vila de Gràcia,41.40065,2.16246,Entire home/apt,90,6,36,2019-09-25,0.49,3,154,4,HUTB-004944
8350579,sf3a 3 APARTMENTS BY LA SAGRADA FAMILIA OF GAUDI!!,1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.40357,2.17238,Entire home/apt,300,1,1,2016-07-11,0.02,128,356,0,
8350921,sf5a GROUPFLAT 5 APARTMENTS SAGRADA FAMILIA-GAUDI!,1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.40235,2.17231,Entire home/apt,500,1,0,,,128,358,0,
8351864,habitación  individual interior  con ventana,37459199,Isabel,Eixample,la Dreta de l'Eixample,41.3954,2.17476,Private room,13,20,21,2019-08-21,0.29,4,295,4,Exempt
8352635,"sfa2 ""ACOMODIS"" GREAT PENTHOUSE SAGRADA FAMILIA!",1447144,Acomodis Apartments,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4037,2.17071,Entire home/apt,100,1,1,2018-07-25,0.03,128,346,0,
8378107,Casa Cosi - Sant Antoni,35936647,Casa Cosi,Eixample,Sant Antoni,41.37798,2.16163,Entire home/apt,111,3,69,2020-02-04,1.25,35,342,1,HUTB-003371
8399826,"Acogedora habitación, baño privado y desayuno",36984269,Mónica,Horta-Guinardó,el Guinardó,41.42137,2.17256,Private room,32,2,106,2019-07-12,1.73,1,69,0,
8403840,3 ROOMS APARTMENTS. FREE PARKING,41832053,Sonia,Les Corts,les Corts,41.38833,2.142,Entire home/apt,62,32,17,2021-07-18,0.23,2,297,3,Exempt
8405866,Perfect Ramblas Apartment,12741276,Juan,Ciutat Vella,el Raval,41.38439,2.17054,Entire home/apt,200,6,0,,,1,365,0,
8405901,Fully Equipped Upscale Loft (weekly cleaning incl),1842754,Cristóbal,Eixample,la Dreta de l'Eixample,41.3972,2.17345,Entire home/apt,163,31,7,2021-07-13,0.11,2,336,3,
8414793,Lugaris Beach Quadruple Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39909,2.20733,Entire home/apt,212,1,73,2021-06-13,1.44,6,161,18,HUTB-002924
8420515,WIFI&COURTYARD! BARÇA stadium loft,5349333,Sarah,Sants-Montjuïc,Sants - Badal,41.37313,2.12562,Entire home/apt,71,1,262,2021-09-16,3.61,3,165,28,Ref. HUTB-014226
8433094,2 BLOCKS FROM EVERYWHERE. WIFI .NEW,8843962,Eduard,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3885,2.17358,Entire home/apt,110,2,440,2021-09-14,6.03,5,337,58,HUTB-009961
8442239,"pdo4 BEST PRICE! HAPPY FLAT-GOTHIC, HISTORICAL!",1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.38189,2.17924,Entire home/apt,160,1,8,2019-11-05,0.13,128,361,0,
8442656,Hab doble con vista a la Sag Flia.,27171631,Nani,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40925,2.16558,Private room,23,1,6,2015-10-24,0.08,1,0,0,
8452200,Cosy room with bathroom right in the centre 5,39129979,Maria Luisa & Jinky,Eixample,Sant Antoni,41.38469,2.16249,Private room,75,2,27,2019-01-20,0.39,4,60,9,HB-004507
8455108,"Double bed, quite room in a sunny apartment!",7149010,Andrei,Eixample,la Nova Esquerra de l'Eixample,41.38106,2.1507,Private room,19,15,20,2019-03-12,1.35,2,0,5,Exempt
8484828,"Cool, sunny charming penthouse + terrace",2400841,Skye,Eixample,el Fort Pienc,41.39247,2.17896,Entire home/apt,115,2,129,2021-09-10,1.80,2,287,5,HUTB-006934
8485015,Habitación en Barcelona en Sants,44687496,Cristina,Sants-Montjuïc,Sants,41.38342,2.14042,Private room,18,1,5,2015-10-14,0.07,1,0,0,
8486245,Plaza Espana Apartment,44694044,Daniel,Eixample,la Nova Esquerra de l'Eixample,41.37718,2.14747,Private room,155,2,1,2016-05-23,0.02,1,363,0,Exempt
8494006,"Calle Princesa, Born",11175625,Xavi,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38549,2.17976,Entire home/apt,38,32,16,2019-11-18,0.28,3,293,1,Exempt
8494172,"Piso acogedor en el Centro de Barcelona "" BORNE """,31119858,Carmen,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38817,2.17763,Private room,35,2,157,2019-12-03,2.15,1,0,0,
8497118,In the hearth of Poble Sec,10581706,TapTango,Sants-Montjuïc,el Poble Sec,41.37199,2.16829,Private room,1000,3,51,2017-03-21,0.69,1,365,0,
8515646,Half Moon. Barcelona Views.,3039107,Manuel,Horta-Guinardó,Can Baró,41.41528,2.16105,Entire home/apt,38,30,16,2021-10-04,0.22,27,295,3,
8516038,Excelent bedroom in heart of Gothic,12116844,Ramiro,Ciutat Vella,el Barri Gòtic,41.38147,2.177,Shared room,50,1,0,,,1,0,0,
8521963,Habitación privada,44871936,Gisela,Sants-Montjuïc,la Bordeta,41.37357,2.14039,Private room,15,31,8,2021-08-16,0.11,3,164,1,
8530986,Sunny room for 2 persons near Park Guell Barcelona,37721195,Anna,Horta-Guinardó,el Carmel,41.42149,2.1534,Private room,34,2,115,2019-08-15,1.57,1,16,6,
8535806,Stylish apartment with fantastic terrace in Gothic,44938185,Joel,Ciutat Vella,el Barri Gòtic,41.38335,2.17946,Entire home/apt,90,190,6,2018-01-24,0.12,1,253,1,
8535939,Shared room 1 Rambla Catalunya,44913823,Karla,Gràcia,la Vila de Gràcia,41.39934,2.1578,Shared room,20,1,187,2019-12-10,2.55,11,364,0,Exempt
8537109,Library Room 1 Rambla Catalunya,44913823,Karla,Gràcia,la Vila de Gràcia,41.39898,2.15765,Shared room,20,1,138,2019-10-06,2.07,11,344,1,Exempt
8543610,Central double room + rooftop,44978272,Mika,Eixample,la Dreta de l'Eixample,41.39408,2.17357,Private room,40,1,1,2015-10-24,0.01,1,0,0,
8553421,dip2a MODERN 2 BEDR FLAT WITH 2 BATH NEXT OLD TOWN,1447144,Acomodis Apartments,Eixample,l'Antiga Esquerra de l'Eixample,41.38609,2.15948,Entire home/apt,110,1,3,2019-06-10,1.48,128,365,1,
8553780,dip3 MODERN 3 BED FLAT NEXT OLD TOWN,1447144,Acomodis Apartments,Eixample,l'Antiga Esquerra de l'Eixample,41.38474,2.15948,Entire home/apt,180,1,0,,,128,354,0,
8553863,Confortable apartment in BCN- WIFI,42613804,Vanina Carla,Sants-Montjuïc,el Poble Sec,41.37369,2.16159,Entire home/apt,90,32,18,2017-07-23,0.24,2,251,2,Exempt
8562284,dbleroom for rent \Habitacion doble,16504850,Anto,Sants-Montjuïc,el Poble Sec,41.37148,2.16365,Private room,17,1,4,2015-10-31,0.05,1,0,0,
8567422,Room for 3 people with bathroom pri,42906962,Luis,Ciutat Vella,el Raval,41.38073,2.17011,Private room,66,32,31,2016-07-06,0.42,7,365,0,
8568204,"a5r GREAT 1 BEDROOM APARTMENT EL BORN, OLD TOWN!",1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38297,2.18152,Entire home/apt,160,1,0,,,128,365,0,
8586919,Haz tu visita a Barcelona Especial por pocos Eu!,6606647,Cathy & Carlos,Nou Barris,les Roquetes,41.44977,2.17675,Private room,16,1,1,2016-10-31,0.02,1,48,0,
8591619,Bonito apartamento en Barcelona,45155517,Joan,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4078,2.16279,Private room,100,1,0,,,1,0,0,
8601243,PANORAMIC VIEW,45262018,Marc,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39894,2.15244,Entire home/apt,180,7,77,2019-08-03,1.14,1,0,0,HUTB-004743
8609685,Casa Luis en Barcelona,42906962,Luis,Ciutat Vella,el Raval,41.38015,2.1696,Private room,35,32,13,2018-12-12,0.20,7,159,0,
8620038,"HAB SOLEADA,HOSPITAL SAN PAU",45344226,Mer,Eixample,l'Antiga Esquerra de l'Eixample,41.38652,2.15903,Private room,30,30,24,2020-10-08,0.45,2,310,1,Exempt
8625967,Habitación doble Barcelona,45350337,Noa,Eixample,la Nova Esquerra de l'Eixample,41.38135,2.14883,Private room,35,2,41,2016-10-09,0.56,1,0,0,
8626546,Library Room 2 Catalunya Rambla,44913823,Karla,Gràcia,la Vila de Gràcia,41.39831,2.15746,Shared room,20,1,203,2018-05-22,2.76,11,344,6,Exempt
8631348,Apartamento entero con terraza privada,40204557,Ibrahim,Ciutat Vella,el Raval,41.37975,2.16491,Private room,100,365,0,,,1,0,0,
8631929,"pb4 WITH TERRACE QUIET & HAPPY FLAT ""ACOMODIS""!!!!",1447144,Acomodis Apartments,Eixample,l'Antiga Esquerra de l'Eixample,41.3887,2.15063,Entire home/apt,145,1,3,2016-02-01,0.04,128,365,0,HUTB-02-2013-0166
8638224,Room private bathroom Rambla Cat,44913823,Karla,Gràcia,la Vila de Gràcia,41.39921,2.15655,Private room,35,1,211,2019-07-24,2.91,11,348,20,Exempt
8640239,GRACIA . SINGLE ROOM EXTERIOR GARDEN,45260292,Denise,Gràcia,la Salut,41.41503,2.15733,Private room,21,90,3,2021-09-28,0.06,2,108,1,
8645348,Posh suite with bathroom incredible located 3,39129979,Maria Luisa & Jinky,Eixample,Sant Antoni,41.38497,2.16269,Private room,75,2,11,2021-07-11,0.16,4,62,1,HB-004507
8646075,Stylish bedroom w/h bathroom right in the centre 2,39129979,Maria Luisa & Jinky,Eixample,Sant Antoni,41.38475,2.16264,Private room,75,2,9,2018-12-16,0.16,4,59,0,HB-004507
8647150,"Duplex 3 rooms, with large terrace, internet.",8130969,Mar,Sants-Montjuïc,Sants,41.38328,2.14048,Entire home/apt,92,4,120,2021-08-11,1.81,5,324,8,HUTB-010847
8661298,Ideal for expats and couples! Gorgeous views over La Rambla -Rambla A,27573426,EasyFlat,Ciutat Vella,el Barri Gòtic,41.38539,2.17118,Entire home/apt,56,32,7,2017-04-30,0.11,17,298,0,
8661616,Monthly stays on Upper Rambla Ideal for Corporate Travelers -Rambla B,27573426,EasyFlat,Eixample,la Dreta de l'Eixample,41.38566,2.16948,Entire home/apt,51,32,6,2021-06-07,0.09,17,300,1,
8661774,"Rambla C- ideal for business travelers, free wifi and inspiring views!",27573426,EasyFlat,Eixample,la Dreta de l'Eixample,41.38563,2.16924,Entire home/apt,55,32,10,2021-07-12,0.17,17,295,1,
8662302,Premium apartment with pool and gym in Barcelona,45510964,The Onsider,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39822,2.14503,Entire home/apt,264,32,5,2017-03-01,0.08,11,291,2,
8662474,"Spacious 2 BR Apt, free WiFi and equipped for long stays -Rambla D",27573426,EasyFlat,Eixample,la Dreta de l'Eixample,41.38568,2.16997,Entire home/apt,55,32,6,2018-06-25,0.09,17,268,0,
8662791,"Rambla F - Plaça Catalunya, great views! Ideal for working from home",27573426,EasyFlat,Ciutat Vella,el Raval,41.38379,2.17076,Entire home/apt,56,32,5,2016-06-01,0.08,17,295,0,
8663950,"pequeño,  confortable 20 min playa 15 sagrada flia",45518958,Eduardo,Sant Martí,Provençals del Poblenou,41.40935,2.19506,Private room,34,2,70,2019-05-28,1.07,2,0,0,
8664238,Rambla I - Plaça Catalunya. Very quiet! Ideal for working from home,27573426,EasyFlat,Ciutat Vella,el Raval,41.38494,2.16915,Entire home/apt,50,32,9,2019-11-20,0.13,17,264,1,
8664975,Habitación doble cerca de Glories,32843885,Maud,Sant Martí,el Clot,41.4085,2.19212,Private room,40,2,19,2019-10-14,0.46,1,0,3,
8666411,Library Room 4 Rambla Catalunya,44913823,Karla,Gràcia,la Vila de Gràcia,41.39902,2.15857,Shared room,20,1,121,2019-10-20,1.72,11,344,1,Exempt
8666413,Fantastic double bedroom in Born.,45263964,Tomas,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3858,2.18336,Private room,58,31,20,2021-07-21,0.71,1,200,6,Exempt
8666693,Library Room 3 Rambla Catalunya,44913823,Karla,Gràcia,la Vila de Gràcia,41.39831,2.1575,Shared room,20,1,105,2018-11-15,1.65,11,344,0,Exempt
8677015,PRIVATE ROOM IN MY APARTMENT FOR 4,45573274,Jacqueline  Y Elizabeth,Sants-Montjuïc,Sants - Badal,41.37561,2.12926,Private room,37,2,232,2019-06-19,3.17,1,1,3,
8677938,Apartamento muy luminoso para 3 (K),5843487,Rosario/Diana,Les Corts,les Corts,41.3925,2.13053,Entire home/apt,105,1,64,2021-08-21,0.91,18,232,6,HUTB-008405
8686952,ACOMODIS BEST PRICE! HAPPY APARTMENT - EL BORN!,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38491,2.18027,Entire home/apt,160,1,29,2021-09-15,0.74,128,357,3,HUTB-000192
8687504,fnt1 BESTPRICE! HAPPYFLAT! OLDTOWN! IDEALLOCATION!,1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,41.37296,2.16567,Entire home/apt,160,1,20,2019-03-10,0.35,128,365,1,HUTB-03-2012-0075
8708285,BRAND-NEW 1 BD APT SAGRADA FAMILIA 41,1744516,Silvia & Luís,Eixample,la Sagrada Família,41.40542,2.17954,Entire home/apt,141,3,30,2019-06-07,0.41,19,6,0,HUTB-010408
8723781,Double room in an artist´s house,45786070,Magdalena,Sant Martí,el Poblenou,41.4043,2.2031,Private room,45,1,0,,,1,0,0,
8727869,Amplia Habitación Céntrica,30378984,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.38322,2.15811,Private room,85,1,0,,,1,0,0,
8733152,Calm apartment in the heart of Bcn,45822595,Brn,Ciutat Vella,el Barri Gòtic,41.38039,2.17703,Private room,29,1,0,,,1,0,0,
8735605,Beatiful Yacht whit terrace,3996198,Miguel,Sant Martí,la Vila Olímpica del Poblenou,41.38838,2.19846,Entire home/apt,121,3,200,2021-06-27,2.88,1,263,23,Exempt
8745852,Shared room 3 Rambla Catalunya,44913823,Karla,Gràcia,la Vila de Gràcia,41.39938,2.15811,Shared room,20,1,191,2019-09-18,2.61,11,364,3,Exempt
8746607,Shared room 4 Rambla Catalunya,44913823,Karla,Gràcia,la Vila de Gràcia,41.39737,2.15653,Shared room,20,1,192,2021-07-19,2.73,11,364,2,Exempt
8747669,sf00 NEW 1 BDR FLAT SAGRADA FAMILIA,1447144,Acomodis Apartments,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40409,2.17096,Entire home/apt,90,32,2,2020-01-16,0.07,128,340,0,
8751708,Double Room at Modernist Eixample close downtown,4453666,Kiko,Eixample,l'Antiga Esquerra de l'Eixample,41.38728,2.15585,Private room,27,30,7,2021-08-15,0.23,2,330,6,Exempt
8757334,Sagrada Familia at your doorstep,5337036,Andrea,Eixample,la Sagrada Família,41.4061,2.17873,Entire home/apt,84,6,174,2019-12-10,2.55,2,274,0,HUTB-010404
8769293,Walk to Sagrada Familia from a comfy 3 bdr apt,3556337,Alejandro,Eixample,la Sagrada Família,41.40142,2.1755,Entire home/apt,113,6,89,2019-07-23,1.41,16,280,13,HUTB-011570
8775818,BRAND-NEW 1 BD APT SAGRADA FAMILIA 42,1744516,Silvia & Luís,Eixample,la Sagrada Família,41.4075,2.17948,Entire home/apt,141,2,4,2021-08-14,0.07,19,16,1,HUTB-010404
8778827,Litera 2 personas,38486997,Leonor,Horta-Guinardó,el Guinardó,41.41485,2.17901,Private room,40,2,98,2019-09-29,1.37,2,0,12,Exempt
8806793,Single bed room in Barceloneta,10677016,Tanya,Ciutat Vella,la Barceloneta,41.37719,2.18864,Private room,19,7,0,,,2,0,0,
8806993,Chocolat · Cozy apartment in the best Barcelona area,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,41.3925,2.16019,Entire home/apt,133,2,10,2019-11-25,0.16,33,274,0,HUTB-007631
8811813,VALLS 2 -Antique & Modernist Apt-,46159733,Wally,Sants-Montjuïc,Sants,41.37985,2.13602,Entire home/apt,95,2,263,2021-08-27,3.63,6,258,14,HUTB-013068
8820500,Light double room near riverside & shopping center,21500875,Maria,Sant Andreu,el Bon Pastor,41.43477,2.20703,Private room,18,31,22,2017-08-31,0.39,2,225,1,
8821781,Lucuma - Only 8 min. walking from Paseo de Gracia!,37224044,Kiwidestiny,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39426,2.14919,Entire home/apt,161,2,0,,,12,72,0,HB004673
8821953,Grape - Only 8 min. walking from Paseo de Gracia!,37224044,Kiwidestiny,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39482,2.14936,Private room,111,2,0,,,12,295,0,HB-004673
8822045,Guayaba - Just 8 min walk from Paseo de Gracia!,37224044,Kiwidestiny,Eixample,l'Antiga Esquerra de l'Eixample,41.39298,2.14727,Entire home/apt,171,2,0,,,12,73,0,HB004673
8822209,Kumquat Room 8 min. walking from Paseo de Gracia!,37224044,Kiwidestiny,Eixample,l'Antiga Esquerra de l'Eixample,41.39366,2.14931,Private room,106,1,0,,,12,325,0,HB-004673
8822295,Granada - Only 8 min. walking from Paseo de Gracia,37224044,Kiwidestiny,Eixample,l'Antiga Esquerra de l'Eixample,41.39316,2.14929,Private room,79,1,1,2019-02-24,0.03,12,314,0,HB004673
